City,PostType,Price,Rooms,SqMetrage,Title,SqMetrageBucket,Urgency,PricePerSqM
Poznań,Company post,,2,45.61,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,48.54,2-pokojowe mieszkanie 48m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.24,2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,68.77,3-pokojowe mieszkanie 68m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,4,81.66,4-pokojowe mieszkanie 81m2 + 2 loggie,75-100,Normal,
Leszno,Company post,515000.0,3,61.5,Spacer wirtualny ! RABATY dla Klientów GOTÓWKOWYC,50-74,Normal,8373.983739837398
Wrocław,Company post,440000.0,1,35.0,"Wrocław,centrum, balkon, piwnica, winda,umeblowane",30-49,Normal,12571.42857142857
Poprzeczna,Company post,300000.0,3,56.0,Ul. Poprzeczna**mieszkanie 3Pokoje**56M2,50-74,Normal,5357.142857142857
Poznań,Company post,,1,30.69,1-pokojowe mieszkanie 30m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,45.61,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,65.92,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,45.61,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.24,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,1,29.77,1-pokojowe mieszkanie 29m2 + loggia,<30,Normal,
Poznań,Company post,,3,68.77,3-pokojowe mieszkanie 68m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,45.86,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.24,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,59.86,3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,3,59.5,3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,3,69.08,3-pokojowe mieszkanie 69m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.59,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,45.24,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,857600.0,4,81.66,4-pokojowe mieszkanie 81m2 + 2 loggie,75-100,Normal,10502.08180259613
Poznań,Company post,,3,65.95,3-pokojowe mieszkanie 65m2 + 2 loggie Bezpośrednio,50-74,Normal,
Poznań,Company post,,4,81.66,4-pokojowe mieszkanie 81m2 + 2 loggie Bez Prowizji,75-100,Normal,
Poznań,Company post,,4,81.66,4-pokojowe mieszkanie 81m2 + 2 loggie,75-100,Normal,
Poznań,Company post,,2,45.8,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.24,2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio,30-49,Normal,
Warszawa,Company post,399000.0,1,31.3,"31,30 Osiedle Wilno Metro!",30-49,Normal,12747.603833865815
Poznań,Company post,,2,45.59,2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,66.24,3-pokojowe mieszkanie 66m2 + 2 loggie,50-74,Normal,
Poznań,Company post,,3,68.77,3-pokojowe mieszkanie 68m2 + loggia Bezpośrednio,50-74,Normal,
Lublin,Company post,,1,25.24,Nowe Mieszkanie Rezydencja Ogród Saski | D4.8,<30,Normal,
Poznań,Company post,,2,45.61,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,46.17,2-pokojowe mieszkanie 46m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,68.77,3-pokojowe mieszkanie 68m2 + loggia,50-74,Normal,
Poznań,Company post,,2,46.15,2-pokojowe mieszkanie 46m2 + loggia,30-49,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,59.5,3-pokojowe mieszkanie 59m2 + loggia,50-74,Normal,
Poznań,Company post,,2,47.11,2-pokojowe mieszkanie 47m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,48.54,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia,30-49,Normal,
Poznań,Company post,,2,47.06,2-pokojowe mieszkanie 47m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,59.5,3-pokojowe mieszkanie 59m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,3,69.08,3-pokojowe mieszkanie 69m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,45.88,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,45.51,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,621900.0,3,60.0,3-pokojowe mieszkanie 60m2 + loggia,50-74,Normal,10365.0
Poznań,Company post,301500.0,1,29.32,1-pokojowe mieszkanie 29m2 + ogródek,<30,Normal,10283.083219645294
Poznań,Company post,,3,59.86,3-pokojowe mieszkanie 59m2 + loggia,50-74,Normal,
Poznań,Company post,,3,59.83,3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,50-74,Normal,
Leszno,Company post,437000.0,2,46.0,SPACER WIRTUALNY ! RABATY dla Klientów GOTÓWKOWYCH,30-49,Normal,9500.0
Warszawa,Company post,899000.0,3,54.56,"54,5m2 /standard Lux /umeblowane/ metro Młociny",50-74,Normal,16477.272727272728
Poznań,Company post,,2,45.88,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Warszawa,Company post,355012.0,2,42.0,Słoneczne 2pok_ TANIEJ NIE BĘDZIE_ cena do soboty,30-49,Normal,8452.666666666666
Poznań,Company post,455400.0,2,45.88,2-pokojowe mieszkanie 45m2 + ogródek Bezpośrednio,30-49,Normal,9925.893635571054
Poznań,Company post,514500.0,3,53.71,3-pokojowe mieszkanie 53m2 + ogródek Bez Prowizji,50-74,Normal,9579.221746415937
Poznań,Company post,,3,66.11,3-pokojowe mieszkanie 66m2 + 2 loggie,50-74,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia,50-74,Normal,
Poznań,Company post,,3,65.92,3-pokojowe mieszkanie 65m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,45.8,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,46.09,2-pokojowe mieszkanie 46m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,45.88,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,47.11,2-pokojowe mieszkanie 47m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.51,2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,45.72,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + loggia,75-100,Normal,
Ruda Śląska,Company post,215000.0,2,58.0,Mieszkanie po remoncie z możliwością dzierżawy ogr,50-74,Normal,3706.896551724138
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + taras Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,68.88,3-pokojowe mieszkanie 68m2 + ogródek Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,40.89,2-pokojowe mieszkanie 40m2 + loggia,30-49,Normal,
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,46.09,2-pokojowe mieszkanie 46m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,66.11,3-pokojowe mieszkanie 66m2 + 2 loggie Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,45.72,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,40.89,2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,3,65.92,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,42.11,2-pokojowe mieszkanie 42m2 + loggia,30-49,Normal,
Poznań,Company post,479100.0,2,44.94,2-pokojowe mieszkanie 44m2 + loggia,30-49,Normal,10660.881174899867
Poznań,Company post,428700.0,2,40.89,2-pokojowe mieszkanie 40m2 + loggia,30-49,Normal,10484.225972120323
Poznań,Company post,,2,42.11,2-pokojowe mieszkanie 42m2 + loggia,30-49,Normal,
Poznań,Company post,,2,40.89,2-pokojowe mieszkanie 40m2 + loggia,30-49,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia,30-49,Normal,
Poznań,Company post,,1,29.77,1-pokojowe mieszkanie 29m2 + loggia,<30,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,1,30.02,1-pokojowe mieszkanie 30m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,69.08,3-pokojowe mieszkanie 69m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,66.11,3-pokojowe mieszkanie 66m2 + 2 loggie Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,45.8,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,1,30.02,1-pokojowe mieszkanie 30m2 + loggia,30-49,Normal,
Poznań,Company post,,2,47.06,2-pokojowe mieszkanie 47m2 + loggia Bezpośrednio,30-49,Normal,
Szklarska Poręba,Company post,525000.0,2,38.52,Apartament 2 pokoje z umową najmu Szklarska Poręba,30-49,Normal,13629.283489096571
Bydgoszcz,Company post,329000.0,3,49.0,Szarych Szeregów 49m2 Po remoncie Super lokalizacj,30-49,Normal,6714.285714285715
Straszyn,Company post,519000.0,3,52.0,Mieszkanie w super lokalizacji na sprzedaż,50-74,Normal,9980.76923076923
Gdańsk,Company post,949000.0,2,41.14,Sol Marine I etap! z miejsce cumowniczym! Gotowy,30-49,Normal,23067.57413709285
Poznań,Company post,,1,29.77,1-pokojowe mieszkanie 29m2 + loggia Bez Prowizji,<30,Normal,
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,40.89,2-pokojowe mieszkanie 40m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + loggia Bez Prowizji,75-100,Normal,
Poznań,Company post,,3,59.86,3-pokojowe mieszkanie 59m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,3,69.08,3-pokojowe mieszkanie 69m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,3,65.92,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,3,64.58,3-pokojowe mieszkanie 64m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,69.08,3-pokojowe mieszkanie 69m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,66.11,3-pokojowe mieszkanie 66m2 + 2 loggie Bezpośrednio,50-74,Normal,
Poznań,Company post,,3,64.58,3-pokojowe mieszkanie 64m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,45.8,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + taras Bezpośrednio,30-49,Normal,
Poznań,Company post,,1,29.77,1-pokojowe mieszkanie 29m2 + loggia,<30,Normal,
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + loggia,30-49,Normal,
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + loggia,75-100,Normal,
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,42.11,2-pokojowe mieszkanie 42m2 + loggia,30-49,Normal,
Poznań,Company post,,3,59.83,3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,409000.0,2,47.0,TOP OFFERTA WINOGRADY 47 M2 - UKŁAD NIEZALEŻNY.,30-49,Normal,8702.127659574468
Poznań,Company post,,3,65.95,3-pokojowe mieszkanie 65m2 + ogródek Bez Prowizji,50-74,Normal,
Poznań,Company post,,2,42.11,2-pokojowe mieszkanie 42m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + taras Bez Pośredników,75-100,Normal,
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia,50-74,Normal,
Poznań,Company post,,2,45.51,2-pokojowe mieszkanie 45m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,1,29.75,1-pokojowe mieszkanie 29m2 + loggia,<30,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,49.05,2-pokojowe mieszkanie 49m2 + loggia,30-49,Normal,
Poznań,Company post,727700.0,3,65.92,3-pokojowe mieszkanie 65m2 + loggia,50-74,Normal,11039.138349514562
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,706500.0,3,57.98,3-pokojowe mieszkanie 57m2 Bez Prowizji,50-74,Normal,12185.236288375303
Poznań,Company post,,3,65.92,3-pokojowe mieszkanie 65m2 + taras Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,45.78,2-pokojowe mieszkanie 45m2 + ogródek,30-49,Normal,
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,318600.0,1,30.02,1-pokojowe mieszkanie 30m2 + loggia,30-49,Normal,10612.92471685543
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia,50-74,Normal,
Poznań,Company post,,2,40.89,2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,1,29.77,1-pokojowe mieszkanie 29m2 + loggia Bezpośrednio,<30,Normal,
Poznań,Company post,,2,45.72,2-pokojowe mieszkanie 45m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,42.11,2-pokojowe mieszkanie 42m2 + loggia,30-49,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,3,64.58,3-pokojowe mieszkanie 64m2 + loggia,50-74,Normal,
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia,50-74,Normal,
Poznań,Company post,,3,64.58,3-pokojowe mieszkanie 64m2 + loggia,50-74,Normal,
Poznań,Company post,,2,46.09,2-pokojowe mieszkanie 46m2 + loggia,30-49,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,45.56,2-pokojowe mieszkanie 45m2 + ogródek Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,44.94,2-pokojowe mieszkanie 44m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,617300.0,3,64.61,3-pokojowe mieszkanie 64m2 + loggia Bez Prowizji,50-74,Normal,9554.248568333076
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + loggia,75-100,Normal,
Poznań,Company post,,2,46.1,2-pokojowe mieszkanie 46m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia,50-74,Normal,
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia,50-74,Normal,
Poznań,Company post,,2,41.82,2-pokojowe mieszkanie 41m2 + ogródek Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,46.1,2-pokojowe mieszkanie 46m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,558500.0,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bezpośrednio,50-74,Normal,9632.631942048984
Poznań,Company post,,4,79.95,4-pokojowe mieszkanie 79m2 + loggia,75-100,Normal,
Sosnowiec,Company post,236000.0,2,35.2,2 Pokojowe Budynek Gotowy+Miejsce GRATIS,30-49,Normal,6704.545454545454
Poznań,Company post,,3,57.98,3-pokojowe mieszkanie 57m2 + loggia Bezpośrednio,50-74,Normal,
Poznań,Company post,,2,49.27,2-pokojowe mieszkanie 49m2 + ogródek Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,46.09,2-pokojowe mieszkanie 46m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,47.11,2-pokojowe mieszkanie 47m2 + ogródek Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,48.31,2-pokojowe mieszkanie 48m2 + loggia Bezpośrednio,30-49,Normal,
Poznań,Company post,,2,48.12,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,2,48.09,2-pokojowe mieszkanie 48m2 + ogródek,30-49,Normal,
Poznań,Company post,,3,65.38,3-pokojowe mieszkanie 65m2 + loggia Bezpośrednio,50-74,Normal,
Szczecin,Company post,,2,67.2,Apartament A w willi na Pogodnie,50-74,Normal,
Poznań,Company post,267800.0,1,26.68,1-pokojowe mieszkanie 26m2 + ogródek,<30,Normal,10037.481259370315
Poznań,Company post,,1,32.04,1-pokojowe mieszkanie 32m2 + loggia Bez Prowizji,30-49,Normal,
Poznań,Company post,,3,65.45,3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,50-74,Normal,
Poznań,Company post,,1,31.84,1-pokojowe mieszkanie 31m2 + loggia,30-49,Normal,
Poznań,Company post,,2,45.72,2-pokojowe mieszkanie 45m2 + loggia,30-49,Normal,
Poznań,Company post,,3,53.74,3-pokojowe mieszkanie 53m2 + loggia,50-74,Normal,
Kraków,Company post,532000.0,2,46.05,"Inwestycja, cisza, blisko centrum, zieleń",30-49,Normal,11552.660152008686
Grodzisk Mazowiecki,Company post,549000.0,3,61.0,Piękne mieszkanie w Atrakcyjnej cenie,50-74,Normal,9000.0
Olsztyn,Company post,499000.0,3,60.4,"Bardzo ładne, 3 pokojowe mieszkanie na parterze",50-74,Normal,8261.58940397351
Poznań,Company post,,2,44.88,2-pokojowe mieszkanie 44m2 + loggia,30-49,Normal,
Kraków,Company post,,6,113.15,6-pokojowe mieszkanie 113m2 + 2 tarasy,>100,Normal,
Poznań,Company post,,2,40.61,2-pokojowe mieszkanie 40m2 + ogródek Bez Prowizji,30-49,Normal,
Kraków,Company post,,3,60.98,3-pokojowe mieszkanie 60m2 + ogródek Bezpośrednio,50-74,Normal,
Poznań,Company post,548700.0,3,57.98,3-pokojowe mieszkanie 57m2 + ogródek Bezpośrednio,50-74,Normal,9463.608140738186
Kraków,Company post,,4,56.12,4-pokojowe mieszkanie 56m2 + ogródek Bez Prowizji,50-74,Normal,
Kraków,Company post,920000.0,3,73.13,"Mieszkanie, 73,13 m², Kraków",50-74,Normal,12580.336387255573
Poznań,Company post,,2,48.05,2-pokojowe mieszkanie 48m2 + loggia Bez Prowizji,30-49,Normal,
Warszawa,Company post,455000.0,3,54.0,3 pok nowe mieszkanie.,50-74,Normal,8425.925925925925
Poznań,Company post,444800.0,2,44.82,2-pokojowe mieszkanie 44m2 + ogródek Bezpośrednio,30-49,Normal,9924.141008478358
Kraków,Company post,,5,105.15,5-pokojowe mieszkanie 105m2 + taras Bezpośrednio,>100,Normal,
Kraków,Company post,,3,56.88,3-pokojowe mieszkanie 56m2 + ogródek,50-74,Normal,
Kraków,Company post,,3,61.36,3-pokojowe mieszkanie 61m2 + ogródek Bez Prowizji,50-74,Normal,
Kraków,Company post,,5,105.89,5-pokojowe mieszkanie 105m2 + taras,>100,Normal,
Nowa Ruda,Company post,219000.0,3,45.0,"Mieszkanie, 45 m², Nowa Ruda",30-49,Normal,4866.666666666667
Gdańsk,Company post,284000.0,2,35.0,>35m2 po podłodze_ słoneczne 2pokoje_ 7km Centrum,30-49,Normal,8114.285714285715
Szczecin,Company post,700000.0,3,121.73,Sloneczne mieszkanie w dobrej lokalizacji,>100,Normal,5750.431282346176
Łódź,Company post,381702.0,3,51.3,Gotowe 3pok_ TANIEJ NIE BĘDZIE_ CENA do soboty,50-74,Normal,7440.584795321638
Kórnik,Company post,415000.0,3,74.0,"RODZINNY ZAKĄTEK, Mieszkania z ogródkiem,standard+",50-74,Normal,5608.108108108108
Łódź,Company post,350000.0,2,36.1,"Nowe M 36,1m2 2 pokoje 2 piętro + parking gratis",30-49,Normal,9695.29085872576
Warszawa,Company post,608000.0,3,68.0,Piękne mieszkanie 3 pokoje | Białołęka,50-74,Normal,8941.176470588236
Marki,Company post,485000.0,3,65.96,"Mieszkanie 65,96 PUSZCZA SŁUPECKA -15.000zł ogróde",50-74,Normal,7352.941176470589
Białystok,Company post,279900.0,2,38.18,* Parter * 2 pokoje* blok z cegły *,30-49,Normal,7331.063383970665
Kalisz,Company post,269000.0,3,53.2,Mieszkanie 3-pokojowe 53m2 drugie piętro,50-74,Normal,5056.390977443609
Lublin,Company post,,2,37.28,Kompaktowe Mieszkanie Rezydencja Ogród Saski D5.1,30-49,Normal,
Kraków,Company post,510000.0,2,54.0,3 pok nowe mieszkanie.,50-74,Normal,9444.444444444445
Jelcz-Laskowice,Company post,350000.0,2,51.0,Mieszkanie I piętro - 51 m2 / stan bardzo dobry,50-74,Normal,6862.745098039216
Głuszyca,Company post,126000.0,2,39.5,Sprzedam mieszkanie,30-49,Normal,3189.8734177215188
Biesowice,Company post,111420.0,4,72.33,Syndyk sprzeda mieszkanie w Biesowicach,50-74,Normal,1540.4396515968479
Gdynia,Company post,898000.0,4,80.9,"Elegancki apartament z tarasem, Ogrody Tesoro",75-100,Normal,11100.123609394313
Lublin,Company post,685000.0,4,80.39,"Rozkład, 4 pokoje, Drugie piętro, Garaż",75-100,Normal,8520.960318447567
Wola,Company post,295000.0,3,60.0,Sprzedam Mieszkanie Wola - 60m2 - po REMONCIE,50-74,Normal,4916.666666666667
Poznań,Company post,340000.0,4,64.9,"Okazja!! 4 Pokoje, Niski blok, niska cena",50-74,Normal,5238.828967642527
Częstochowa,Company post,360000.0,3,63.8,"Mieszkanie, 63,80 m², Częstochowa",50-74,Normal,5642.633228840125
Kraków,Company post,399000.0,3,66.0,"Okolica Zabierzowa,24 minuty do GK, przy MPK i PKP",50-74,Normal,6045.454545454545
